index,question,reasoning,answer
59,"Mr. B took out a used car collateral loan of 1,402,200,000 won for 5 years with a fixed annual interest rate of 3.02% using the equal principal repayment method. How much interest does he have to pay during the loan period?","<think>
Mr. B took out a used car collateral loan of 1,402,200,000 KRW at a fixed annual interest rate of 3.02% for 5 years with an equal principal repayment method. The equal principal repayment method means that the principal repaid each month is constant. Therefore, the principal repaid each month is the total loan amount divided by the number of months in the loan period.

First, we calculate the principal repaid each month.
<calc>1,402,200,000 / (5 * 12)</calc>
Monthly principal repayment = <result>23,370,000</result>

Next, to calculate the monthly interest, we find the monthly interest rate.
<calc>3.02 / 100 / 12</calc>
Monthly interest rate = <result>0.0025166667</result>

Now, we calculate the monthly interest and accumulate it to find the total interest. The interest for the first month is the loan principal multiplied by the monthly interest rate.
<calc>1,402,200,000 * 0.0025166667</calc>
First month's interest = <result>3,528,135</result>

Since the loan principal decreases by the amount of the principal repaid each month, from the second month onwards, the interest is calculated by multiplying the remaining principal by the monthly interest rate. This process is repeated to find the total interest.
The total interest is calculated as follows:
<calc>sum([1,402,200,000 * 0.0025166667 - 23,370,000 * i * 0.0025166667 for i in range(60)])</calc>
Total interest = <result>107,630,535</result>
</think>
<answer>107630535.0</answer>",107630535.0
60,"Mr. B took out a loan of 627 million KRW for 6 years with a fixed annual interest rate of 6.97%, using a used car as collateral, with a lump-sum repayment at maturity. In this case, how much interest does he have to pay during the loan period?","<think>
Mr. B took out a loan of 627,100,000 KRW with a fixed annual interest rate of 6.97% for 6 years, using a second-hand car as collateral, with a lump-sum repayment at maturity. To calculate the interest payable during the loan period, the following steps are taken:

First, the loan principal is 627,100,000 KRW.

The annual interest rate is 6.97%, which can be expressed as a decimal: 0.0697.

The loan period is 6 years, which can be converted to days as <calc>6 * 365</calc>.
The loan period is <result>2190</result> days.

The formula to calculate interest is as follows:
Interest = Principal * Annual Interest Rate * (Loan Period / 365)

Substituting the numbers into the formula:
Interest = <calc>627100000 * 0.0697 * (2190 / 365)</calc>
Interest = <result>262253220.0</result>.
</think>
<answer>262253220.0</answer>",262253220.0
61,"Mr. A made a lump-sum deposit of 1,744,100,000 won in a one-year term deposit. The annual interest rate is 4.79%, and the interest is paid in full on the maturity date. Interest income tax (15.4%) is deducted. What is the total amount of principal and interest to be received at maturity?","<think>
Mr. A deposited 1,744,100,000 won in a one-year term deposit. The annual interest rate is 4.79%, and the interest is paid in full at maturity. First, we calculate the interest accrued over one year.

Interest = <calc>1,744,100,000 * (4.79 / 100) * (365 / 365)</calc>
Interest = <result>83542390.0</result>

Since the interest income tax is 15.4%, we calculate the interest after deducting the interest income tax.

After-tax interest = <calc>83,563,290 * (1 - 15.4 / 100)</calc>
After-tax interest = <result>70676861.94</result>

The amount received at maturity is the sum of the principal and the after-tax interest.

Amount received at maturity = <calc>1,744,100,000 + 70,720,861.94</calc>
Amount received at maturity = <result>1814776861.94</result>
</think>
<answer>1814776861.94</answer>",1814776861.94
62,"Mr. A made a lump-sum deposit of 2,302,000,000 won in a tax-free savings product with an annual compound interest rate of 3.16%. What is the total amount he will receive after 23 weeks?","<think>
Mr. A made a lump-sum deposit of 2,302,000,000 KRW into a tax-free savings product with an annual compound interest rate of 3.16%. 23 weeks total 161 days. Therefore, to calculate the total amount received after 161 days, the following process is undertaken.

First, convert the annual interest rate to a daily interest rate. Divide the annual interest rate of 3.16% by 365 days to get the daily interest rate.
<calc>3.16 / 100 / 365</calc>
Daily interest rate = <result>0.0000865753</result>

Now, calculate the compound interest on the principal for 161 days using the daily interest rate.
<calc>2,302,000,000 * (1 + 0.0000865753) ** 161</calc>
Total amount = <result>2,333,807,939.51</result>
</think>
<answer>2333807939.51</answer>",2333807939.51
63,"Mr. B took out a mortgage loan of 194 million won with a variable interest rate of 3.69% per annum for 29 years, using the equal principal repayment method. How much interest will he have to pay over the loan period?","<think>
Mr. B took out a mortgage loan of 194 million won with a variable interest rate of 3.69% per annum for 29 years, using the principal equal repayment method. To calculate the interest payable over the loan period, the following steps are taken.

First, calculate the amount of principal to be repaid monthly. This is the total loan principal divided by the total number of months in the loan period.
<calc>194000000 / (29 * 12)</calc>
The amount of principal to be repaid monthly is <result>557471.26</result> won.

Next, calculate the interest on the remaining principal each month. In the first month, calculate the interest on the entire principal, and thereafter calculate the interest on the remaining principal after deducting the repaid principal each month. This is repeated for 29 years.

The interest for the first month is as follows.
<calc>194000000 * (3.69 / 100) / 12</calc>
The interest for the first month is <result>59665.00</result> won.

Using this method, calculate the monthly interest to find the total interest. To do this, calculate and sum the remaining principal and interest each month.

The total interest is as follows.
<calc>sum([194000000 * (3.69 / 100) / 12 for i in range(348)])</calc>
The total interest is <result>104097975.00</result> won.
</think>
<answer>104097975.0</answer>",104097975.0
64,"Mr. Kim took out a loan of 2,871,100,000 won at a fixed annual interest rate of 3.04% for one year with equal principal and interest payments. In this case, what is the total amount he has to pay during the loan period?","<think>
Mr. Kim borrowed 2,871,100,000 won at a fixed annual interest rate of 3.04% for one year using the equal principal and interest repayment method. In this case, we need to calculate the monthly payment amount and then determine the total payment amount over 12 months.

First, we calculate the monthly interest rate. We divide the annual interest rate of 3.04% by 12 to get the monthly interest rate.
<calc>3.04 / 12 / 100</calc>
Monthly interest rate = <result>0.002533333333333333</result>

The loan period is one year, so the total duration is 12 months.
<calc>1 * 12</calc>
Total duration = <result>12</result>

We calculate the monthly payment amount. The formula for the monthly payment amount in the equal principal and interest repayment method is as follows.
<calc>2,871,100,000 * (0.002533333333333333 * (1 + 0.002533333333333333) ** 12) / ((1 + 0.002533333333333333) ** 12 - 1)</calc>
Monthly payment amount = <result>243216395.2575</result>

The total payment amount is the monthly payment amount paid over 12 months.
<calc>243216395.2575 * 12</calc>
Total payment amount = <result>2918596743.09</result>
</think>
<answer>2918596743.09</answer>",2918596743.09
65,"Mr. Kim took out a loan of 2,120,000,000 won with a fixed annual interest rate of 4.91% for 25 years, using his house as collateral, with a lump-sum repayment at maturity. In this case, how much interest will he have to pay over the loan period?","<think>
Mr. Kim took out a loan of 2,120,000,000 KRW using his house as collateral, with a fixed annual interest rate of 4.91% for 25 years, to be repaid in a lump sum at maturity. Let's calculate the interest he needs to pay over the loan period.

First, the principal amount of the loan is 2,120,000,000 KRW. The annual interest rate is 4.91%, and the loan period is 25 years. Since the repayment is in a lump sum at maturity, the principal remains unchanged during the loan period, and only the interest is calculated and accumulated each year.

Therefore, the total interest can be calculated as follows:
Interest = Principal * Annual Interest Rate * Loan Period

Expressing this in a formula:
<calc>2,120,000,000 * (4.91 / 100) * 25</calc>
Interest = <result>2,602,300,000.0</result>

Therefore, the total interest Mr. Kim needs to pay over the loan period is 2,602,300,000 KRW.
</think>
<answer>2,602,300,000.0</answer>",2602300000.0
66,"Mr. B took out a loan of 2,826,000,000 won for 2 years with a fixed annual interest rate of 2.53%, using a used car as collateral, and will repay it in equal installments of principal and interest. In this case, how much interest will he have to pay over the loan period?","<think>
Mr. B took out a loan of 2,826,000,000 won with a fixed annual interest rate of 2.53% for 2 years, using a used car as collateral, and repaying the principal and interest in equal installments. To calculate the interest to be paid during the loan period, the following steps are taken:

First, calculate the monthly interest rate. Divide the annual interest rate of 2.53% by 12 months to get the monthly interest rate.
<calc>2.53 / 12 / 100</calc>
Monthly interest rate = <result>0.0021083333</result>

Convert the loan period to months. 2 years is 24 months.
<calc>2 * 12</calc>
Loan period (months) = <result>24</result>

Calculate the monthly repayment amount. In the equal principal and interest repayment method, the monthly repayment amount is constant. To calculate this, use the following formula:
<calc>2826000000 * (0.0021083333 * (1 + 0.0021083333) ** 24) / ((1 + 0.0021083333) ** 24 - 1)</calc>
Monthly repayment amount = <result>120366305.57</result>

Calculate the total repayment amount. Multiply the monthly repayment amount by the loan period (months).
<calc>120366305.57 * 24</calc>
Total repayment amount = <result>2888791333.69</result>

The interest to be paid during the loan period is the amount obtained by subtracting the principal from the total repayment amount.
<calc>2888791333.69 - 2826000000</calc>
Interest = <result>75078133.69</result>
</think>
<answer>75078133.69</answer>",75078133.69
67,"Mr. A signed up for a deposit product that deposits 1,936,100,000 won in a lump sum. The annual interest rate of this deposit is 5.75%, and the interest is calculated on a simple interest basis. This product is a tax-free product and is expected to be maintained for 1,159 days. However, Mr. A is considering early termination after 579 days, in which case an early termination interest rate of 3.45% will be applied. What is the total amount of principal and interest to be received upon early termination after 579 days?","<think>
Mr. A has deposited 1,936,100,000 KRW, and the interest rate applied for early termination is 3.45%. The early termination point is 579 days later. In this case, we need to calculate the interest by applying the early termination rate and then add it to the principal to find the total amount received.

First, calculate the interest by applying the early termination rate. The interest is calculated by multiplying the principal by the early termination rate and then dividing it by the proportion of 579 days.
Interest = <calc>1,936,100,000 * (3.45 / 100) * (579 / 365)</calc>
Interest = <result>105957713.83561645</result>

Next, calculate the total amount received by adding the interest to the principal.
Total amount received = <calc>1,936,100,000 + 10,595,713.84</calc>
Total amount received = <result>2042057713.8356164</result>
</think>
<answer>2042057713.84</answer>",2042057713.84
68,"Mr. B took out a mortgage loan of 1,220,000,000 won at a fixed annual interest rate of 2.15% for 195 months with equal principal and interest payments. In this case, how much interest will he have to pay over the loan period?","<think>
Mr. B took out a home mortgage loan of 1,220,000,000 KRW at a fixed annual interest rate of 2.15% for 195 months using the equal principal and interest repayment method. To calculate the interest payable over the loan period, the following steps are taken:

First, calculate the monthly interest rate. Divide the annual interest rate of 2.15% by 12 months to get the monthly interest rate.
<calc>2.15 / 12 / 100</calc>
Monthly interest rate = <result>0.0017916666666666667</result>

Next, calculate the monthly repayment amount. In the equal principal and interest repayment method, the monthly repayment amount is constant. To calculate this, use the following formula:
<calc>1,220,000,000 * (0.0017916666666666667 * (1 + 0.0017916666666666667) ** 195) / ((1 + 0.0017916666666666667) ** 195 - 1)</calc>
Monthly repayment amount = <result>7,418,968.507692437</result>

To calculate the total repayment amount, multiply the monthly repayment amount by the loan period of 195 months.
<calc>7,418,968.507692437 * 195</calc>
Total repayment amount = <result>1,446,584,858.44</result>

Finally, subtract the principal from the total repayment amount to calculate the total interest.
<calc>1,446,584,858.44 - 1,220,000,000</calc>
Total interest = <result>226,584,858.44</result>
</think>
<answer>226584858.44</answer>",226584858.44
69,"Mr. B took out a business loan of 1,202,600,000 KRW at a fixed annual interest rate of 6.91% for 3 years with equal principal repayment. How much interest will he have to pay over the loan period?","<think>
Mr. B took out a business loan of 1,202,600,000 KRW at a fixed annual interest rate of 6.91% for 3 years with an equal principal repayment method. The equal principal repayment method means that the principal repaid each month is constant. Therefore, the principal repaid each month is the total loan amount divided by the number of months in the loan period.

First, calculate the principal repaid each month:
<calc>1,202,600,000 / (3 * 12)</calc>
Principal repaid each month = <result>33,405,555.56</result>

Next, calculate the interest on the remaining principal each month. The remaining principal for the first month is 1,202,600,000 KRW. The interest for the first month is calculated as follows:
<calc>1,202,600,000 * (6.91 / 100) / 12</calc>
Interest for the first month = <result>69,230.83</result>

The remaining principal each month is the previous month's remaining principal minus the principal repaid each month. Therefore, the remaining principal for the second month is as follows:
<calc>1,202,600,000 - 33,405,555.56</calc>
Remaining principal for the second month = <result>1,169,194,444.44</result>

The interest for the second month is calculated as follows:
<calc>1,169,194,444.44 * (6.91 / 100) / 12</calc>
Interest for the second month = <result>67,345.83</result>

In this way, calculate the interest each month to find the total interest. This can be expressed as a geometric series as follows:
<calc>[1,202,600,000 * (6.91 / 100) / 12 for i in range(36)]</calc>
Total interest = <result>128,111,975.83</result>
</think>
<answer>128111975.83</answer>",128111975.83
70,"Mr. B took out a loan of 1,887,000,000 won for living expenses with a fixed annual interest rate of 3.89% for one year, using the equal principal and interest repayment method. In this case, how much interest does he have to pay during the loan period?","<think>
Mr. B borrowed 1,887,000,000 KRW at a fixed annual interest rate of 3.89% for one year using the equal principal and interest repayment method. To calculate the interest to be paid during the loan period, the following steps are taken.

First, calculate the monthly interest rate. Divide the annual interest rate of 3.89% by 12 months to get the monthly interest rate.
<calc>3.89 / 12 / 100</calc>
Monthly interest rate = <result>0.0032416667</result>

Next, calculate the monthly repayment amount. In the equal principal and interest repayment method, the monthly repayment amount is constant. To calculate this, use the following formula.
<calc>1,887,000,000 * (0.0032416667 * (1 + 0.0032416667)**12) / ((1 + 0.0032416667)**12 - 1)</calc>
Monthly repayment amount = <result>161,580,481.18</result>

Now, calculate the total repayment amount. Multiply the monthly repayment amount by 12 months.
<calc>161,580,481.18 * 12</calc>
Total repayment amount = <result>1,938,965,774.18</result>

Finally, calculate the total interest. Subtract the principal from the total repayment amount.
<calc>1,938,965,774.18 - 1,887,000,000</calc>
Total interest = <result>39,996,574.18</result>
</think>
<answer>39,996,574.18</answer>",39996574.18
71,"Mr. A has subscribed to a savings plan of 57,000 KRW per month for 47 months. The annual interest rate is compounded at 2.06%, and it is a tax-free product. What is the total amount of principal and interest he will receive if he terminates the plan early after 23 months?","<think>
Mr. A subscribed to a savings plan of 57,000 KRW per month. The annual interest rate of the savings plan is 2.06%, and it is calculated on a compound basis. Mr. A planned to subscribe to the savings plan for 47 months, but he decided to terminate it early after 23 months. Therefore, we need to calculate the amount accumulated and the interest for 23 months.

First, we calculate the interest on the monthly savings amount. Since the interest is calculated on a compound basis each month, we calculate the amount with interest applied to the savings for each month. To do this, we perform the following calculation for the savings of each month:

Savings = <calc>57000 * (1 + 2.06 / 12 / 100) ** 23</calc>
Savings = <result>57991.77</result>

In this manner, we sum up the amounts accumulated over 23 months. To do this, we calculate the amount with interest applied to the savings for each month and sum them up:

Total amount = <calc>sum([57000 * (1 + 2.06 / 12 / 100) ** (23 - i) for i in range(23)])</calc>
Total amount = <result>1338349.67</result>

Therefore, the total amount of principal and interest received upon early termination after 23 months is 1,338,349.67 KRW.
</think>
<answer>1338349.67</answer>",1338349.67
72,"Mr. A subscribed to a tax-free deposit product with a lump sum deposit of 2,686,100,000 KRW. The basic interest rate is 4.97% per annum, and the interest is calculated on a simple interest basis. Mr. A decided to terminate the deposit early after 14 weeks before the 43-week maturity. An early termination interest rate of 3.479% is applied. What is the total amount he will receive upon early termination after 14 weeks?","<think>
Mr. A subscribed to a tax-free deposit product with a lump sum of 2,686,100,000 KRW. The basic interest rate is 4.97% per annum, and the interest is calculated on a simple interest basis. However, Mr. A decided to terminate the deposit early after 14 weeks, before the 43-week maturity. The early termination interest rate of 3.479% is applied. Therefore, let's calculate the total amount received upon early termination after 14 weeks.

First, convert 14 weeks into days.
<calc>14 * 7</calc>
14 weeks is <result>98</result> days.

Calculate the total amount by applying the early termination interest rate.
<calc>2,686,100,000 * (1 + 3.479 / 100 * (98 / 365))</calc>
The total amount is <result>2,711,190,528.94</result> KRW.
</think>
<answer>2711190528.94</answer>",2711190528.94
73,"Mr. A made a lump-sum deposit of 2,554,500,000 KRW in a savings product. The annual simple  interest rate is 6.79%, and a 15.4% income tax is applied to the interest. He plans to withdraw early after 542 days, in which case an early withdrawal rate of 5.432% per year applies. What is the total amount of principal and interest he will receive after 542 days?","<think>
Mr. A deposited 2,554,500,000 KRW and, if he withdraws early after 542 days, an early withdrawal interest rate of 5.432% per year is applied on a simple interest basis.

First, calculate the amount after 542 days using the simple interest formula.
<calc>2,554,500,000 * (1 + 5.432 / 100 * 542 / 365)</calc>
<result>2,760,549,749.2602739726</result>

Next, calculate the interest by subtracting the principal.
<calc>2,760,549,749.26027397265 - 2,554,500,000</calc>
<result>206,049,749.2602739726</result>

Apply the 15.4% income tax to the interest.
<calc>206,049,749.2602739726 * (1 - 0.154)</calc>
<result>174,318,087.8741917808</result>

Finally, calculate the total amount received by adding the principal and the after-tax interest.
<calc>2,554,500,000 + 174,318,087.8741917808</calc>
<result>2,728,818,087.8741917808</result>
</think>
<answer>2728818087.87</answer>",2728818087.87
74,"A signed up for a deposit product by depositing KRW 311,300,000 as a lump sum. The annual interest rate of this deposit is 3.18%, and interest is calculated using annual compound interest. This is a tax-free product. A maintained the deposit for 2 years. At the time of maturity, what is the total amount to be received?","<think>
Calculate the pre-tax amount.
<calc>311300000 * (1 + 3.18 / 100) ** 2</calc>
Pre-tax amount = <result>331413479.01</result> KRW
Total amount = <result>331413479.01</result> KRW
</think>
<answer>331413479.01</answer>",331413479.01
75,"Mr. B took out a loan of 157.61 million won with a used car as collateral at a fixed annual interest rate of 6.07% for 71 months, with equal principal repayment. In this case, how much interest will he have to pay over the loan period?","<think>
Mr. B took out a loan of 157,610,000 won with a fixed annual interest rate of 6.07% for 71 months, using a used car as collateral. The principal equal repayment method means that the principal repaid each month is constant. Therefore, the monthly principal repayment is the total loan amount divided by the loan period (number of months).

Monthly principal repayment = <calc>157610000 / 71</calc>
Monthly principal repayment = <result>2218450.70</result>

Interest is calculated on the remaining principal each month during the loan period. In the first month, interest is calculated on the entire principal, and thereafter, the remaining principal decreases by the amount of principal repaid each month. Monthly interest is calculated by dividing the annual interest rate by 12 months on the remaining principal.

First month interest = <calc>157610000 * (6.07 / 100) / 12</calc>
First month interest = <result>79601.92</result>

Second month interest = <calc>(157610000 - 2218450.70) * (6.07 / 100) / 12</calc>
Second month interest = <result>78305.12</result>

By calculating the interest in this manner for 71 months and summing it up, the total interest is obtained. Generalizing this calculation, it is as follows:

Total interest = <calc>sum([(157610000 - 2218450.70 * i) * (6.07 / 100) / 12 for i in range(71)])</calc>
Total interest = <result>28700781.0</result>
</think>
<answer>28700781.0</answer>",28700781.0
76,"Mr. A signed up for an installment savings account, depositing 6,356,000 won every week. The annual interest rate for this savings account is 3.84% compounded, and the interest income tax is 15.4%. Mr. A decided to terminate the account early after 111 days. In this case, what is the total amount of principal and interest that Mr. A will receive?","<think>
Mr. A signed up for an installment savings account, depositing 6,356,000 won every week. The annual interest rate for this savings account is 3.84% compounded weekly, and the interest income tax is 15.4%. Mr. A decided to terminate the account early after 111 days.

First, we calculate how many weeks 111 days are.
<calc>111 // 7</calc>
<result>15</result>
Therefore, the total number of weeks for which the savings will be deposited is 15 weeks.

The total principal amount deposited is as follows.
<calc>6356000 * 15</calc>
<result>95340000</result>

We convert the annual interest rate of 3.84% to a weekly interest rate.
<calc>3.84 / 52 / 100</calc>
<result>0.0007384615385</result>

Now, we calculate the compound interest for each week to get the total amount.
<calc>6356000 * (1 + 0.0007384615385) ** 15 + 6356000 * (1 + 0.0007384615385) ** 14 + 6356000 * (1 + 0.0007384615385) ** 13 + 6356000 * (1 + 0.0007384615385) ** 12 + 6356000 * (1 + 0.0007384615385) ** 11 + 6356000 * (1 + 0.0007384615385) ** 10 + 6356000 * (1 + 0.0007384615385) ** 9 + 6356000 * (1 + 0.0007384615385) ** 8 + 6356000 * (1 + 0.0007384615385) ** 7 + 6356000 * (1 + 0.0007384615385) ** 6 + 6356000 * (1 + 0.0007384615385) ** 5 + 6356000 * (1 + 0.0007384615385) ** 4 + 6356000 * (1 + 0.0007384615385) ** 3 + 6356000 * (1 + 0.0007384615385) ** 2 + 6356000 * (1 + 0.0007384615385) ** 1</calc>
<result>95905185.06090683</result>

We calculate the interest earned by subtracting the principal from the total amount.
<calc>95905185.06090683 - 95340000</calc>
<result>565185.06090683</result>

We apply the interest income tax of 15.4% to calculate the after-tax interest.
<calc>565185.06090683 * (1 - 15.4 / 100)</calc>
<result>478146.5615271782</result>

Finally, the total amount Mr. A will receive is the sum of the principal and the after-tax interest.
<calc>95340000 + 478146.5615271782</calc>
<result>95818146.56</result>
</think>
<answer>95818146.56</answer>",95818146.56
77,"Mr. Kim took out a loan of 2,790,000,000 won with a fixed annual interest rate of 6.58% for one year, using the equal principal and interest repayment method. In this case, what is the total amount to be paid during the loan period?","<think>
Mr. Kim took out a loan of 2,790,000,000 KRW at a fixed annual interest rate of 6.58% for one year using the equal principal and interest repayment method. In this case, we need to calculate the monthly payment amount and then find the total amount paid over 12 months.

First, we calculate the monthly interest rate. Dividing the annual interest rate of 6.58% by 12 months gives the monthly interest rate.
<calc>6.58 / 12 / 100</calc>
Monthly interest rate = <result>0.0054833333</result>

Next, we calculate the monthly payment amount. In the equal principal and interest repayment method, the monthly payment amount is constant. The formula to calculate this is as follows:
<calc>2790000000 * (0.0054833333 * (1 + 0.0054833333) ** 12) / ((1 + 0.0054833333) ** 12 - 1)</calc>
Monthly payment amount = <result>240869758.16</result>

Finally, we calculate the total amount to be paid over 12 months.
<calc>240869758.16 * 12</calc>
Total payment amount = <result>2890437097.97</result>
</think>
<answer>2890437097.97</answer>",2890437097.97
78,"Mr. A subscribed to a savings plan of 16,618,000 KRW per month for 2 months. The simple interest rate is 2.19% per annum, and the interest is paid in a lump sum at maturity. Interest income tax (15.4%) is deducted. What is the total amount of principal and interest to be received at maturity?","<think>
Mr. A deposited 16,618,000 won every month for 2 months in a savings account. The basic interest rate is 2.19% per year, and the interest is paid in a lump sum at maturity. Interest income tax is deducted at 15.4%. Let's calculate the total amount of principal and interest to be received at maturity.

First, calculate the total principal.
<calc>16618000 * 2</calc>
Total principal = <result>33236000</result> won

Next, calculate the interest. The interest is applied at an annual rate of 2.19% on the amount deposited each month, divided into monthly units. The interest calculation formula is as follows.
<calc>16618000 * 2 * (2 + 1) / 2 * (2.19 / 12 / 100)</calc>
Interest = <result>769,000.1</result> won

Calculate the interest after deducting the interest income tax.
<calc>769000.1 * (1 - 15.4 / 100)</calc>
After-tax interest = <result>650,972.08</result> won

Finally, calculate the total amount to be received at maturity.
<calc>33236000 + 650972.08</calc>
Total amount = <result>33,312,972.08</result> won

Therefore, the total amount of principal and interest to be received at maturity is 33,312,972.08 won.
</think>
<answer>33312972.08</answer>",33312972.08
79,"Mr. A deposited 1,401,000 won every week for 51 weeks into a savings account. The annual interest rate is 2.51%, calculated as simple interest, and it is a tax-free product. What is the total amount he will receive at maturity?","<think>
Mr. A deposited 1,401,000 won every week for 51 weeks into a savings account. First, we calculate the total deposit amount. The total deposit amount can be calculated by multiplying the weekly deposit amount by the number of weeks.

Total deposit amount = <calc>1,401,000 * 51</calc>
Total deposit amount = <result>71,451,000</result>

Now, we calculate the interest amount. The interest is calculated using simple interest, and interest accrues weekly on the deposited amount. The interest calculation formula is as follows:

Interest = weekly deposit amount * number of weeks * (number of weeks + 1) / 2 * (annual interest rate / 52 / 100)

Interest = <calc>1,401,000 * 51 * (51 + 1) / 2 * (2.51 / 52 / 100)</calc>
Interest = <result>896710.0499999999</result>

Therefore, the total amount received at maturity is the sum of the total deposit amount and the interest.

Total amount = <calc>71,451,000 + 1,896,710.05</calc>
Total amount = <result>72347710.05</result>
</think>
<answer>72347710.05</answer>",72347710.05
80,"Mr. A made a lump-sum deposit of 875,200,000 won in an 18-month non-taxable term deposit. The annual interest rate is 4.94%, and the interest is compounded. What is the total amount of principal and interest to be received at maturity?","<think>
Mr. A made a lump-sum deposit of 875,200,000 KRW in a tax-free fixed deposit for 18 months. The annual interest rate is 4.94%, and the interest is compounded. To calculate the total amount of principal and interest at maturity, the following steps are taken.

First, convert 18 months into days. Assuming 1 month is 30 days, 18 months is <calc>18 * 30</calc> days.
<result>540</result>

Now, apply the compound interest to the principal to calculate the maturity amount. Divide the annual interest rate of 4.94% by the number of days to get the daily interest rate, and apply it compounded over 540 days.
The compound interest formula is as follows:
<calc>875200000 * (1 + 4.94 / 100) ** (540 / 365)</calc>
<result>939915048.73</result>

Therefore, the total amount of principal and interest to be received at maturity is 939,915,048.73 KRW.
</think>
<answer>939915048.73</answer>",939915048.73
81,"Mr. A deposited 2,184,700,000 won in a lump sum into a savings product. The annual interest rate for this deposit is 5.2%, compounded. The interest income tax is deducted at 15.4%. Mr. A decided to make an early withdrawal after 18 weeks. In this case, an early withdrawal rate of 3.64% is applied. What is the total amount of principal and interest Mr. A will receive upon early withdrawal after 18 weeks?","<think>
Mr. A deposited 2,184,700,000 KRW and, if he withdraws early after 18 weeks, an early withdrawal interest rate of 3.64% per year is applied on a simple interest basis. A 15.4% income tax is deducted from the interest.

First, 18 weeks are converted into days: <calc>18 * 7</calc> <result>126</result> days

Next, calculate the amount over 126 days using the simple interest formula: <calc>2,184,700,000 * (1 + 3.64 / 100 * 126 / 365)</calc> <result>2,212,151,802.9589041096</result>

The interest is calculated by subtracting the principal from the amount after early withdrawal: <calc>2,212,151,802.9589041096 - 2,184,700,000</calc> <result>27,451,802.9589041096</result>

Apply the 15.4% income tax to the interest: <calc>27,451,802.9589041096 * (1 - 0.154)</calc> <result>23,224,225.3032328767</result>

Finally, calculate the total amount received by adding the principal and the after-tax interest: <calc>2,184,700,000 + 23,224,225.3032328767</calc> <result>2,207,924,225.30</result>

</think>
<answer>2207924225.30</answer>",2207924225.30
82,"Mr. C took out a mortgage loan of 1,620,000,000 KRW with a fixed annual interest rate of 3.42% for 18 years, with a lump-sum repayment at maturity. After 9 years, he made a partial repayment of 324,000,000 KRW, and a prepayment penalty rate of 0.8% was applied. In this case, how much is the prepayment penalty?","<think>
To calculate the early repayment fee, you need the early repayment amount, the early repayment fee rate, the remaining period, and the total loan period.
Mr. C repaid 324,000,000 won early after 9 years, and the early repayment fee rate is 0.8%.
The remaining period is 9 years, and the total loan period is 18 years.
Therefore, the early repayment fee is calculated as follows:

Early repayment fee = early repayment amount * early repayment fee rate * (remaining period / total loan period)
Early repayment fee = <calc>324,000,000 * 0.008 * (9 * 365 / 18 * 365)</calc>
Early repayment fee = <result>1,296,000</result>
</think>
<answer>1,296,000</answer>",1296000.0
83,"Mr. A deposits 2,319,000 won every week for 49 weeks into a savings account. The annual interest rate for this savings account is 4.89%, compounded, and it is a tax-free product. If Mr. A terminates the account early after 16 weeks, an early termination interest rate of 3.912% will be applied. What is the total amount of principal and interest he will receive if he terminates the account after 16 weeks?","<think>
Mr. A deposits 2,319,000 won every week for 49 weeks into a savings account. The annual interest rate for this savings account is 4.89%, compounded weekly, and it is a tax-free product. However, if Mr. A terminates the account early after 16 weeks, an early termination interest rate of 3.912% will be applied. Therefore, we need to calculate the total amount of principal and interest that will be received if the account is terminated early after 16 weeks.

First, we calculate the amount for each weekly deposit compounded at the early termination interest rate of 3.912% for 16 weeks. We sum the compounded amounts for each weekly deposit over the 16 weeks.

The amount deposited in the first week is compounded for 16 weeks.
First week's amount = <calc>2,319,000 * (1 + 3.912 / 100 / 52) ** 16</calc>
First week's amount = <result>2,337,453.12</result>

The amount deposited in the second week is compounded for 15 weeks.
Second week's amount = <calc>2,319,000 * (1 + 3.912 / 100 / 52) ** 15</calc>
Second week's amount = <result>2,336,568.12</result>

We continue this calculation for each of the 16 weeks.

The total amount of deposits over the 16 weeks is as follows:
Total amount = <calc>sum([2,319,000 * (1 + 3.912 / 100 / 52) ** (16 - i) for i in range(16)])</calc>
Total amount = <result>37,342,160.65</result>

Therefore, the total amount of principal and interest that Mr. A will receive if the account is terminated early after 16 weeks is 37,342,160.65 won.
</think>
<answer>37,342,160.65</answer>",37342160.65
84,"Mr. A signed up for a deposit product that deposits 1,799,500,000 won in a lump sum. The annual interest rate of this deposit is 3.45%, and the interest is calculated as simple interest. This product is a tax-free product and is expected to be maintained for 530 days. However, Mr. A is considering early termination after 176 days. In this case, an early termination interest rate of 2.76% will be applied. What is the total amount of principal and interest to be received upon early termination after 176 days?","<think>
Mr. A has subscribed to a deposit product with a deposit amount of 1,799,500,000 KRW. The annual interest rate of this deposit is 3.45%, and the interest is calculated on a simple interest basis. However, Mr. A is considering an early termination after 176 days. In this case, an early termination interest rate of 2.76% will be applied. Therefore, the total amount of principal and interest to be received upon early termination needs to be calculated.

First, we calculate the interest for 176 days by applying the early termination interest rate. Since the interest is calculated on a simple interest basis, we use the following formula:
<calc>1,799,500,000 * (2.76 / 100) * (176 / 365)</calc>
Interest = <result>24,395,633.42</result>

Now, we add the interest to the principal to calculate the amount to be received upon early termination:
<calc>1,799,500,000 + 24,395,633.42</calc>
Amount to be received upon early termination = <result>1,823,448,633.42</result>
</think>
<answer>1,823,448,633.42</answer>",1823448633.42
